Advertising Expenditure,Campaign Engagement Score,Discount Percentage,Average Customer Rating,Product Price,Return Rate,Length of Product Description,Region,Popularity,Sales
684.7854911,56.5777532,26.98613905,4.531192156,1592.786115,1.084308803,300.5814214,South,Very High,24536.167
713.5341937,64.31269907,34.2822391,4.691054066,1240.268344,1.624780182,269.4672927,West,Very High,30434.88102
516.9434484,52.43567933,26.00267813,4.092405978,1342.592518,1.23653726,306.2056282,West,Low,23227.23669
566.835404,39.7795721,20.66064714,4.569503518,1618.423362,1.511655647,179.0553634,West,Very High,20555.77226
666.9078432,36.11217354,31.5569421,4.451088777,1495.038995,1.502655537,259.8644736,East,High,25588.06285
606.3684213,47.83219197,25.10500091,4.595074576,1542.169094,1.139894614,300.0683858,East,High,27538.0407
447.4371959,28.55375247,27.2125889,4.210239142,1344.168084,0.640500353,270.8010279,West,Very High,18215.12862
478.786723,54.65777549,29.90082484,4.707392546,1093.81747,2.016189616,227.3225444,East,High,20792.40717
431.3984657,39.13426526,22.22985715,4.478365133,823.6091167,0.033719635,201.8306683,West,Very High,24445.63429
622.2814877,49.33105505,32.19483764,4.360506133,1443.182413,1.355646678,212.5785618,West,Very High,23715.90562
523.1849332,58.22864734,25.09439531,4.628358962,1534.683921,2.144250809,231.2449858,North,High,18673.01113
373.3337832,0,29.8737763,4.086036947,1330.311375,2.889354897,183.0916279,South,Low,13542.20128
608.3190706,60.66660203,35.18670803,4.098397271,1170.200538,1.278148134,301.660503,East,Low,22444.2245
657.6797764,63.11462379,31.96429998,4.671358831,1454.366904,3.439389185,286.4317157,East,Very High,25723.29809
655.3228159,74.02670044,28.78793566,4.463726473,1706.15857,0.716526899,329.6917139,West,Very High,27058.08169
363.3514872,32.2519613,22.06526744,4.234746617,1021.565503,1.721939392,337.160621,South,Moderate,20853.57273
723.5751933,82.79669168,25.01019828,4.623095827,1675.016503,1.465357947,249.5565644,East,Very High,26982.66397
454.739185,15.14142268,20.07069184,4.49560427,688.1103633,0.473356569,206.862562,North,High,23858.76479
571.6548481,29.74807582,35.23419649,4.038611882,1396.562675,2.070036434,304.4351251,South,Low,19908.82292
624.9888166,29.98238291,25.98883156,4.640339298,1596.699135,1.527966604,159.2435726,West,Very High,23248.79856
666.1861251,51.81558567,30.30604477,4.482999372,880.789173,0.660457069,299.706653,South,High,32228.13814
654.2225459,63.83291297,27.71473387,4.605761348,1198.852707,1.952046421,250.8538999,East,Very High,28511.18881
574.9164304,58.36560633,32.99381625,4.308044566,1001.14754,0.354998839,266.2027867,West,High,26219.7453
627.3056926,50.34550431,22.7998148,4.276597735,1466.899421,2.262116942,187.1638094,North,Moderate,24289.2392
668.7053304,53.90642847,28.13144056,4.405040818,1768.820429,0.934223353,192.0130796,East,Very High,22429.88478
506.2780123,49.54234414,28.76098808,4.188379548,1243.928413,3.920424672,274.4740077,North,Low,21519.58057
537.2571515,29.99639812,23.9693431,4.43235933,1432.459771,0.99246592,191.0539695,North,Moderate,22876.34184
658.8282327,51.22920895,22.14830477,4.354369902,980.0794472,1.555297963,194.1135034,North,High,26909.33347
624.600804,45.17863228,33.09071765,4.474492615,1549.008622,1.985423922,352.4946981,East,Very High,23677.42387
710.1389594,69.11186631,33.89746538,4.53992194,1626.587335,1.183124656,262.7826285,North,Very High,26094.03957
737.6398947,54.80538115,34.12131171,4.137045504,1783.260168,2.674440535,225.0946308,West,Low,24363.71443
581.1502903,53.66631759,35.56200209,4.654378054,1418.544161,1.645584163,255.7974368,West,Very High,22602.37698
573.9740086,35.71332829,28.29014608,4.726289799,1391.486709,0.200824667,343.8337676,North,Very High,24891.13488
606.3043506,45.93165456,30.11740062,4.388562311,1400.178806,0.594039744,236.7116786,East,High,27569.34348
700.2005395,79.20800141,30.07410076,3.947629016,1060.761488,2.722200195,302.4163415,East,Low,27578.77393
597.725314,44.88962547,29.13209393,4.524111835,1237.220158,1.500282993,223.7934524,West,High,26211.6047
558.3426556,28.9709108,21.15355668,4.265427185,1393.342395,1.31049567,207.6821386,East,High,22193.94637
600.1844307,52.93920394,20.16446962,4.77627124,1566.755445,1.560055877,52.78615577,West,Very High,26503.78705
558.7387106,30.2569056,28.89714374,4.457207512,1469.539834,0.650996902,206.5038271,East,Very High,18851.00965
567.6808638,55.2820046,15.48690013,4.293645157,1161.280133,1.454168596,252.060675,West,Very High,24524.6623
629.7925427,59.02215957,26.72237733,4.321148407,1402.452019,1.587351256,209.2854469,North,Very High,20938.96834
693.0973371,74.28840159,31.70663914,4.327453158,1829.047208,3.898672561,223.8492834,East,Moderate,24058.62238
695.505861,60.95640876,25.84524807,4.341830581,1611.648218,1.506187294,347.0733067,North,High,25036.91406
564.1238889,33.90103238,31.89217649,4.133108011,1139.949414,1.434353792,160.3419979,East,Low,20650.55819
607.7875895,53.31941379,32.85728975,4.431417379,1251.298252,1.540106441,257.7580848,South,Moderate,26198.98456
613.8279979,46.16854535,25.95626192,4.43156902,1508.064432,1.533545288,244.7145759,South,Very High,21873.76927
661.0751204,47.95515842,27.57199059,3.987314609,1485.633674,1.293274147,280.0220347,West,Low,23465.48709
516.3821878,28.95031122,27.37774418,4.527812663,1483.082739,2.35098818,230.6119527,North,High,15836.31807
601.7023005,48.07746326,15.6053354,4.284202528,1530.399702,1.267847876,209.2640643,West,Very High,22317.87882
690.1111015,48.68681272,36.64413585,4.284718394,1500.551396,2.786869377,204.6595482,North,High,27218.57371
667.9488002,57.82009278,26.78552886,4.434973136,1501.088038,1.43949679,144.6048331,South,Moderate,23892.25192
553.3592935,41.0801871,26.02532906,4.564239218,1484.681993,2.559427235,237.1827077,North,Moderate,19205.72063
695.0371365,62.03538737,35.67096516,3.863596062,1345.486967,2.503654525,222.5615458,West,Low,27188.97825
689.0851161,64.37140578,34.22403677,4.715374107,1743.580246,1.169329529,250.1001767,East,Very High,22736.96233
635.813666,49.07841889,27.44687855,4.178256206,1143.075542,0.535792988,225.8023868,West,Low,29762.54494
664.0777862,60.3037901,26.78681761,4.328521958,1621.670811,3.381162799,258.1768389,East,Very High,23429.70785
627.658831,34.86315313,29.24896609,4.302401708,1459.413387,1.268003467,254.9761849,North,Moderate,24928.4597
693.4652226,66.68071065,28.02983823,4.642631203,1450.245788,1.702491947,312.4088892,South,Moderate,29070.80625
527.0874505,16.0612978,25.05314458,4.676553452,1221.278188,1.057279827,289.1956363,West,Very High,20920.78703
719.5492337,43.19738503,33.81000127,4.400438412,1547.269362,1.171698746,199.9549729,West,Moderate,25877.10115
579.9252225,33.10348833,26.18931009,3.778713349,1186.889744,2.790371029,106.3412184,East,Low,24479.46449
611.5515701,63.79340881,34.82191274,4.030249629,1119.84018,2.964722037,314.0449375,East,Low,25517.18684
708.1558846,49.47831097,33.24092822,4.455077477,1746.611583,2.046435436,254.8483853,West,Very High,26610.00668
556.0173095,29.86013052,35.42516112,4.348019986,1485.971663,1.401181201,302.4726237,South,Very High,20771.47918
582.936274,55.48559727,25.31975006,4.368818368,1368.318873,2.214426068,279.9660409,South,Moderate,22915.26531
661.6382962,57.15791824,29.8221352,4.504974035,1505.303868,1.073505167,312.9270489,South,Moderate,27580.4132
573.7414352,58.73455347,33.14090863,4.509118174,1157.990931,1.756614372,163.5582447,South,Very High,27570.03062
701.9203323,69.29469006,30.79972449,4.574821763,1920.254694,0.740975807,244.1012901,South,High,25172.83322
526.0175109,54.29722608,29.61752086,4.280448095,1160.407197,0.718322574,280.4835941,North,High,22868.43604
596.7665673,49.26482418,27.75137635,4.343811584,1570.016759,1.967163894,199.3007801,South,Very High,22083.47217
565.3797645,40.29371607,28.02601576,4.440273033,1333.293994,1.851144179,195.8445552,West,Very High,22771.94931
616.4498377,56.64327833,29.23609595,4.42793018,1564.902101,1.891233864,219.9099561,North,Very High,21256.11349
563.8359762,61.1287636,28.58267995,4.658402752,1358.972825,1.278181969,214.0498121,North,Very High,22826.06626
610.5194457,49.80848364,29.97352383,4.583340936,1406.122479,1.940459504,164.1516792,South,High,24383.4665
591.9968887,39.68087218,19.71638905,4.830667396,1644.778337,1.09763934,244.9284201,West,Moderate,23986.25861
604.6929331,57.22911316,27.97119238,4.385811153,1297.978946,0.372709579,137.9308193,North,Very High,29028.77681
644.9764042,44.95116756,29.92008494,4.780802174,1726.291183,1.652979636,257.4281321,West,Very High,23641.31737
533.2339029,26.08571935,28.15791843,4.192632193,1419.132634,0.609068158,295.3811756,South,Low,20686.46808
655.2279816,49.53027961,28.30697786,4.182449419,1666.235445,2.468897489,274.0849309,East,Low,22079.68711
675.7526982,71.3524632,33.118196,3.923120718,1494.168667,2.947009394,245.4826079,North,Low,23290.01579
622.7061828,57.95890328,33.1937565,4.255139904,1570.910826,3.621104383,228.6965036,South,High,17569.73514
646.6705384,54.89738665,34.47282857,4.616386595,1525.370013,1.689974629,189.7764063,North,Very High,22382.79216
509.8804594,47.51677335,22.59413594,4.48953914,1329.410917,1.004495417,214.0249147,West,Moderate,17560.16629
451.5999392,17.02210703,28.74321995,4.638852501,1230.866544,1.849939069,346.0566955,North,High,18714.59721
704.1075571,80.51592799,35.83290061,4.503735953,1647.180194,1.542545444,196.1863848,West,Moderate,24370.2886
620.9358634,40.49217109,30.48909015,4.0923308,1585.767056,1.744110659,263.2541875,East,Low,23591.58746
614.7292041,43.1431043,21.95903211,4.405091796,1745.443512,2.773330828,246.8110579,South,High,21167.37398
710.2111348,74.99734396,36.30422459,4.673374777,1340.211914,1.326842845,297.1198386,East,Moderate,29298.00369
433.7229257,26.96657151,31.57159873,4.510486079,1228.549595,1.547435918,285.5001493,West,Moderate,19709.48175
711.2561597,47.9700682,36.81023844,4.497057012,1608.329427,0.885264987,310.8984675,West,Moderate,24776.67145
611.3712635,38.86844686,32.44836452,4.576217734,1425.316696,1.570314954,178.04661,South,Very High,23184.20179
565.8460931,45.25913673,30.0925932,3.996182339,1540.157495,3.552121417,281.1520502,South,Low,20160.10751
467.2653035,43.92766303,27.28363913,4.283493271,1387.214692,1.05560062,272.9265462,East,Very High,15147.46008
538.4972465,46.11322607,25.3787568,4.314433421,965.529443,2.498049542,262.2654742,East,Very High,24677.8949
694.1029832,66.36282143,27.0269675,4.366453335,1727.767183,1.305886467,240.1113843,East,Very High,25855.00514
561.5412275,38.67340984,33.15681202,4.324069831,1678.85155,2.657710482,132.2956831,East,High,18759.63078
664.9686412,53.93559354,29.10212865,4.588113876,1237.713245,2.471436882,246.1281435,North,High,30432.24349
612.849942,55.41155643,31.21006701,3.986615774,1522.36199,0.712405964,204.9874218,South,Low,26075.4885
646.8038832,44.07088648,22.21848723,4.75845843,1578.028584,2.295720561,332.5106749,West,Very High,26914.48447
658.892305,48.28210394,30.01225541,4.753995652,1343.582534,0.586647924,249.7913254,South,High,26212.31993
670.4433758,54.37227528,31.09279549,4.709120933,1353.674664,0.683691301,310.6903813,North,Very High,25886.12871
591.8716869,50.65236593,35.62090595,3.925401234,1145.828091,1.458928035,276.6557732,North,Low,21165.24669
649.2307295,47.00614626,31.02028913,4.224301358,1247.971304,3.149311836,254.7021,West,Moderate,25356.6885
715.0409253,50.95608264,26.32689569,4.598896271,1516.099433,2.021758275,240.9256051,East,Very High,26431.38555
594.0242833,47.0610556,19.91074275,4.516444452,1359.315657,0.796128637,310.0977298,West,Moderate,25284.64158
586.1127998,49.47749723,29.1886628,4.614667289,1420.198886,0.250131417,159.3202182,West,Very High,21870.36591
599.7199635,33.89567924,23.72686556,4.239448288,1512.937918,2.281035293,287.9127415,West,Very High,24619.47998
588.2123398,30.66530035,34.23818518,4.413220452,1555.1397,1.537047434,255.5746683,West,Very High,23885.33571
579.3983037,24.7506963,26.14446321,4.406846877,1530.140651,1.800417798,274.4265492,South,Moderate,21736.53521
522.9450342,50.45798416,29.14792486,4.139175313,1175.266013,2.001427219,145.1602799,East,Low,19333.46877
652.4947652,65.88505565,35.22917679,4.53412754,1282.154275,2.728878618,231.2647552,North,Very High,25293.74059
672.6787013,52.26548876,34.87308813,4.315657706,1505.662717,1.585688525,367.5500125,North,Very High,22505.1935
554.9664291,59.60637243,26.05064079,4.432595633,1647.296389,2.898737309,367.4542345,East,Very High,17608.33168
487.3947183,32.50570579,23.80990514,4.630841052,1064.055131,0.973208719,260.3669906,East,Very High,24095.71728
626.8573612,59.09228545,24.92591924,4.297910526,1701.141585,0.309246719,340.3292764,East,Very High,22957.46213
667.1065982,30.81003171,16.1070706,4.370178482,1432.22452,2.582556659,301.9109608,North,High,23009.20696
395.3481013,27.46132063,26.68538014,4.395546413,9.78,0.639740527,234.9253688,West,Very High,32399.38378
392.949067,38.11985057,27.05498519,4.331950487,1340.893948,1.654175046,260.0631411,North,Very High,19475.82927
688.5729257,61.85459998,29.41432282,4.617169781,1432.470044,3.15964215,218.752392,East,Very High,29644.51934
533.2972123,58.35254625,26.50786083,4.467860075,1544.41495,0.425034299,171.3843348,West,Moderate,22175.25405
607.9740937,63.63441166,27.07214187,4.583842039,1485.439044,1.924697898,283.8767582,North,High,22437.65038
581.4054301,52.99109202,25.03304381,4.523420632,1424.042609,0.298172667,182.7651647,South,Very High,22682.24623
523.1945605,43.77073309,22.46950007,4.827809552,1108.133504,1.60864505,202.7463158,West,Very High,20333.01856
649.0899146,52.05670418,32.47385236,4.736148404,1288.902155,0.215028203,224.9977804,South,High,28191.10118
581.9794418,63.6746621,29.15521847,4.506259957,1531.729163,0.553818625,316.7128335,North,Very High,25122.8984
624.8244551,36.71628354,31.70860527,4.799294762,1079.586108,0.965144134,220.4675013,West,High,29184.25619
713.8315984,44.2528449,26.75816793,4.480510607,1554.747838,0.417384719,245.3094474,West,Moderate,27127.63732
641.6403585,54.44069314,31.16791699,4.175558623,1712.850986,2.175502941,300.5526576,East,Low,19904.21191
735.7480139,64.81668653,33.5761849,4.097888445,1826.914225,1.854463589,356.3157812,West,Low,27342.90746
597.0329986,51.85472666,26.40904164,4.636764157,1288.634363,3.159676449,322.6006648,West,High,22696.0038
549.47129,38.74703099,32.39679173,4.602261908,1183.413883,0.684012098,264.1019401,South,High,24124.0261
644.8793143,40.20708207,25.58282814,4.698099832,1641.50912,1.331295877,247.1403202,East,Very High,23787.95295
642.2376027,56.83999348,26.84813588,4.68847891,1719.238511,0.504741335,186.9718098,East,Moderate,22787.8434
517.5755808,44.40993562,26.48146226,4.005243457,1025.844582,1.137844031,178.8523078,North,Low,25430.7344
507.114446,45.52562714,27.93419414,4.324805258,1078.118629,3.299990274,300.199098,East,Very High,21736.82776
406.4131529,9.912381571,20.37341387,4.560022319,1331.878548,2.406433995,193.0428702,North,Very High,18436.80652
594.3560631,45.64981116,32.37854521,4.805695341,1537.310815,0.636830935,215.7761563,North,Very High,25953.83776
631.9262489,74.34400043,32.07408784,4.692527948,1481.445554,0.265903896,206.3201295,North,Very High,27993.60671
587.9968086,29.45826075,25.82756161,4.51418247,1493.705877,0.135141978,308.980081,West,High,24292.10728
656.4951246,57.41124214,35.56320799,4.438045478,1566.329066,2.178153187,352.5492624,West,Very High,22069.89848
625.2272524,70.18371754,24.62426932,4.191705637,1654.571581,0.989847415,201.29474,North,Low,19665.49274
723.5104398,66.84658777,32.69625457,4.314881236,1607.525453,4.162078029,259.134769,South,Very High,26748.62058
588.1923258,54.10156914,32.47538634,4.259598188,1064.922728,1.403752413,302.640323,West,Moderate,27026.07687
606.0871887,45.42030952,32.42854591,4.653552213,1436.592239,1.009346303,213.2587968,West,Very High,26589.29279
578.511512,27.25915945,27.52573846,4.343525526,1021.415386,0.413720488,319.8753343,West,Very High,23971.50169
696.343761,49.99658872,29.19330439,4.406733432,1469.14379,2.706169896,249.6317249,South,Very High,30499.45545
548.3507007,50.37199841,31.45984328,4.614878255,1306.790861,1.223744375,195.5674383,South,Very High,21637.17151
552.3539221,62.08415158,26.3346178,4.090035373,974.4732001,1.538663666,309.9896298,South,Low,23602.19496
649.7122048,48.91316106,27.90444946,4.658850019,1874.339689,1.701795445,257.2776047,North,Very High,20095.40041
594.7360994,49.15901583,22.62956656,4.29275183,1039.73249,1.580131733,264.3130578,North,High,25505.22797
723.1314154,53.78813091,32.32141656,4.583085582,1584.946824,2.300641374,104.8390232,West,Very High,30469.42918
604.4840411,59.34826834,28.24605647,4.684820647,1398.378868,0.588521458,264.2338314,South,Very High,24653.19013
590.0497654,44.94368656,26.69380692,4.334633106,799.3289841,1.482050592,229.1177492,South,Moderate,28292.2962
525.1372185,22.45992759,24.66752231,4.2267493,1186.234125,1.23098373,252.2909872,East,Moderate,21629.66758
592.0195604,45.00145428,36.49502839,4.001097533,1393.518897,2.330768516,190.6161739,North,Low,20146.75078
665.5592819,39.93148011,23.81604224,4.5934821,1796.2902,2.646358617,311.0807752,East,High,24436.02669
628.7484657,38.52523074,26.79470707,4.141016253,1313.778524,0.745953431,221.6108374,East,Low,24097.82338
640.4227435,47.2768492,25.20614516,4.798802494,1643.825432,2.240421549,205.5534253,North,Very High,23953.56483
718.4801752,64.5365794,34.6435728,4.291351082,1631.424751,0.613500764,335.2781069,East,Very High,25079.71971
509.3765635,51.54936634,33.06344268,4.525184688,1708.841364,1.413400262,240.489096,South,Moderate,19176.08515
642.6825336,45.11616089,32.83872701,4.099447741,1121.658893,1.550560717,203.112183,East,Low,22078.41042
390.897969,37.30490862,19.50367227,4.437491367,456.3430615,2.665221101,262.2387456,West,Very High,25121.35351
706.0965729,52.30327977,32.11871131,4.613130654,1574.275808,2.295633339,236.5242648,South,High,25728.1412
667.0070167,42.98413422,28.68060491,4.428188674,1747.584127,0.595578561,246.2458571,East,Very High,25170.36349
737.1154972,56.79883408,35.11804953,4.368743303,1437.939156,2.319221447,266.0271383,South,Very High,32567.30512
699.4878387,49.45823893,32.92379252,4.292952533,1385.837483,1.8011789,331.7313367,West,Very High,30389.35141
558.2210054,19.80864068,31.28552247,4.250323193,1462.090885,3.370855015,156.3012486,East,High,21100.50976
703.4659377,58.77492073,32.45968738,4.584626051,1765.715002,1.030532116,198.4089066,West,High,21779.5558
608.472791,62.40149056,29.1073103,4.41679302,1414.0902,1.345420092,154.5484365,East,High,29175.99845
638.7888805,56.57325207,32.83682026,3.77762743,1382.865725,3.629577491,232.7378962,West,Low,21186.20189
617.7994453,53.55730419,34.90981877,4.502607719,1661.903099,2.795976845,346.2465818,North,Moderate,21465.85297
507.7450472,17.89233726,20.66999479,4.37122558,1588.873443,0.517536156,330.3983621,South,Very High,18948.8612
569.2223046,49.65815688,30.42077277,4.57444919,1752.79748,1.361864245,274.7668396,West,Very High,20255.12591
719.350284,38.47630593,26.43394875,4.402915292,1634.653032,2.061852423,271.1119939,East,Very High,25645.82215
581.2542814,37.80505172,30.2644934,4.702708947,1454.146052,2.44736107,272.8255924,West,Very High,24355.0415
720.0971032,67.1733264,24.22928833,4.06616394,1513.014866,0.808578457,340.2084013,West,Low,24463.44458
537.9463633,51.1999287,31.89884258,4.657591782,1511.944464,3.243038929,371.3686529,South,Very High,21454.84947
620.1159194,41.19081259,30.69294953,4.442431897,1408.869793,0.34597776,272.2635643,East,Very High,23981.78729
587.963517,35.86839097,28.70052098,4.401574604,1222.341857,0.635118623,165.240171,South,Very High,22666.30418
546.2008737,43.16131602,33.76848244,4.282308818,1019.746487,3.139082452,242.3963526,South,Very High,22886.60698
686.3607363,53.01305115,32.28943071,4.453772509,1589.413784,1.551660419,373.9703555,South,High,27226.97405
619.1951438,60.31594929,37.02338905,4.682680632,1460.86241,1.602193717,220.8104001,South,High,28925.20922
648.8021776,36.54087951,35.08643313,4.372864168,1687.588118,1.964679334,206.9656736,West,Moderate,20360.79414
511.4364431,50.43343756,32.02678889,4.640172116,1688.701676,0.854530446,290.7877975,West,Very High,23135.27652
561.294083,35.473305,24.28341329,4.528329969,991.2719821,0.399527728,236.7052082,East,Very High,27358.95084
741.1412069,62.46231659,29.91156123,4.517336589,1589.914459,2.032515276,228.3521092,West,High,24032.78411
612.1366985,62.19385786,31.66236507,3.931526171,1128.430503,2.280408246,282.4690326,South,Low,25486.60087
593.9791561,37.85596356,29.87441342,4.774582162,1368.074345,1.704260883,197.4490592,East,Very High,24114.09696
558.8738781,21.25175296,28.4784089,4.468918794,902.0020538,1.172859984,180.6314963,South,Very High,24261.28007
562.6931325,38.77498356,27.88195627,4.444537451,1246.266537,0.639166334,240.0519744,South,High,22484.63674
453.6124759,38.14554929,25.86790337,4.428653355,1282.222589,1.319059965,259.9004466,East,Moderate,18276.45571
595.6060496,50.58826233,29.7146959,4.125494018,1364.078038,3.754298905,162.7382291,North,Low,24877.86635
483.2058882,31.8606895,20.77829104,4.56575526,1466.512383,1.499043674,231.8957264,East,Very High,19145.91782
593.5592741,38.43454972,30.77229714,4.414295018,1423.81725,1.230480305,178.4109624,North,Very High,25284.10491
506.3221063,40.04165937,33.92756666,4.153124354,1434.455178,1.413373303,146.3244235,East,Low,20444.12286
612.1022381,49.12738994,30.12007965,4.40618614,1505.837834,1.276042283,272.8630179,North,Very High,22412.96195
656.5861721,61.52406931,30.83141245,4.200543808,1562.953097,3.068904844,349.0011051,South,Very High,21651.96256
746.0498,74.84442967,36.29531804,4.466928333,1815.13197,2.21928594,277.2078315,East,Very High,27927.21846
703.6636757,56.04352886,34.82752945,4.492132942,1566.269762,0.992024217,225.9058602,East,Very High,23106.53196
567.2114464,26.71425926,28.97324545,4.270753349,1516.227191,1.139394318,360.290622,West,Very High,21577.01805
565.8326045,41.21459915,31.74587278,4.31494488,1465.040053,1.468197192,190.3222607,East,Very High,22822.75042
606.0240243,27.47214957,29.54862385,4.764976099,1345.601507,1.589445478,190.1754542,East,High,24711.1104
652.8948066,55.83661487,31.86126879,4.247012087,1423.822457,0.919440213,264.4200252,West,Moderate,25505.64071
664.0296534,61.3863566,32.2924954,4.108791143,1300.375477,1.038735337,276.535959,East,Low,28133.92917
694.4544425,56.23447023,24.16707171,4.402561154,1863.389957,3.142953082,244.8116239,West,Moderate,22212.89538
481.9185015,41.75218649,23.97251161,4.083250663,1452.46931,3.261796098,187.4721686,West,Low,20073.33851
688.9739475,56.15105836,32.46131833,4.652022606,1327.851071,1.23868751,222.7721351,East,Very High,28365.67942
590.5954288,35.40014016,29.1935061,4.069721477,1490.82038,1.106850197,355.1186673,North,Low,22897.02471
684.1952893,60.23527722,22.7627154,4.795228338,1648.042611,2.18949592,247.1672248,East,Very High,26663.57898
664.5232071,60.85124581,22.87061367,4.02947979,1513.827817,0.396180497,347.0614073,West,Low,22755.24259
558.1435452,43.72548942,27.26517182,4.513575852,805.7332629,2.922712541,317.0507368,South,Very High,26690.28246
574.0187699,45.01990201,27.52084534,4.457534074,1468.504993,1.038308956,248.7938372,North,High,20504.56591
462.0643362,10.16113128,21.6286463,4.496351485,1442.672028,2.049494486,384.1393291,East,Moderate,19231.78278
607.3044691,39.17666882,26.87651979,4.516074395,1553.138355,0.375048433,293.3947147,North,Moderate,23094.45255
596.527238,40.89625973,32.76106087,4.439186757,1080.774373,2.284314764,259.9098499,North,High,24427.98844
526.7131627,52.84800525,29.08677983,4.426931402,1528.488456,2.157537095,247.0859668,South,Very High,19474.07717
543.4700941,45.93500056,31.53213537,4.497522482,1259.36569,2.061920206,244.081071,North,High,22005.55782
604.547159,28.4257151,25.51377966,4.549875744,1364.420091,0.6586871,289.2635237,South,High,21694.6503
614.9946594,35.10125087,25.64884641,4.275444908,962.3015662,1.103347164,244.1846576,South,Very High,26846.20671
631.5265505,62.43395412,20.74278586,4.649860798,1434.287822,1.701103131,148.0308068,East,High,24370.88064
625.8648901,27.98758546,24.66757664,4.521032252,1497.70524,0.959801864,239.9271045,South,High,22577.48331
602.8177813,65.93528845,20.48064765,4.355115199,1417.949852,0.991633161,268.0674914,East,Very High,29148.28933
612.3858731,47.43642342,23.27628774,4.707801347,1656.20972,2.820744105,260.3240778,West,High,17705.15715
643.4079728,58.23569171,32.06974582,4.621999831,1454.755803,0.367647645,199.6085916,East,Very High,28868.83518
690.0020238,53.46002904,31.33753956,4.432918318,1382.269013,2.995965573,245.4089709,East,Very High,25395.62938
507.5120247,47.5266893,28.82191119,4.231794713,1609.183095,0.828814133,242.8512885,East,Very High,19243.62463
605.1236161,38.45060108,34.43520862,4.483357974,1701.631666,2.182001448,207.6289249,East,Moderate,20336.01686
424.4015556,34.44017042,18.89540361,4.58341142,1680.591439,1.808435318,248.8671163,South,Very High,15427.35306
627.8403749,34.91144179,26.3049089,4.602521396,1436.900877,0.673062038,229.1958519,West,High,25225.92773
588.4483432,53.78013129,24.77894041,4.115566518,1403.310257,0.966377814,304.1848714,West,Low,26238.88604
685.9767152,55.51292877,32.85501932,4.469915723,1367.616069,2.384430536,272.5579974,North,High,26004.54201
488.2412124,53.67718367,25.19915452,3.936247851,1111.815906,1.319072004,231.0932557,South,Low,19278.18669
644.9845671,42.40003725,33.99914535,4.266861764,1621.720332,4.122776866,274.915355,West,High,22873.67076
719.306379,57.2779494,29.20598114,4.603415012,1655.676578,1.111562267,159.1776703,East,Very High,27300.03839
588.0792966,41.04713267,32.89235605,4.790223375,1874.896923,0.973734787,318.9808502,South,High,22565.36436
574.3785592,45.23405151,26.17173244,4.668595091,1630.289744,0.67071231,383.80057,South,High,19942.14233
581.5781427,44.47135507,28.24760884,4.51325424,1641.584546,1.0133062,239.655308,South,Very High,21163.82245
690.6486869,60.77847636,33.81103012,4.205610631,1537.338355,1.557701844,174.4484744,West,High,26520.56703
602.5750771,46.8859189,28.36189317,4.146026274,1469.967054,3.961150183,295.0423215,North,Low,22536.76402
697.1451275,49.70270273,32.88343628,4.722574085,1498.269635,0.963904567,303.9652525,West,Moderate,29085.29623
642.7913739,60.59979595,32.65933034,4.600685835,1353.714615,0.223801934,220.1845984,West,Moderate,27516.14789
612.7180493,32.05339494,20.96067404,4.185154633,1396.368113,1.092519153,312.3014205,East,Low,22416.2687
726.0704977,62.4436419,32.70860693,4.531261705,1523.381741,1.580621574,284.1906851,East,Moderate,26016.06168
637.3251706,25.72427575,29.5040378,4.086640632,1158.96969,3.026681435,177.7360124,North,Low,22463.05639
535.7758051,36.7321542,29.60225299,4.436303224,1042.407962,1.674074681,276.8497857,West,Moderate,23479.7249
414.8174681,31.99866698,28.31553094,4.672184046,1202.383019,1.237202595,232.2862697,South,Moderate,16986.92394
574.3702746,42.3107771,35.39762627,4.262154484,1698.417671,1.10807476,301.8302509,North,Very High,21070.2375
567.6609109,36.75542771,31.64016019,4.463554385,1742.890367,2.196608117,223.0682172,West,Moderate,17018.42331
629.8030178,46.92483767,20.00175637,4.219095583,1305.93022,1.548486827,231.6652751,South,High,26474.15499
679.446344,69.03017384,32.87299431,4.630505298,1584.154025,2.339995191,160.9919769,East,Very High,27188.78253
701.6666861,51.454138,23.93552347,4.661689337,1259.631482,0.563551335,389.0849828,South,High,28507.49417
676.2017053,41.55815289,32.30409575,4.373896051,1283.670091,1.163580837,251.9446055,East,Very High,27350.38147
504.7373455,13.87604763,34.18281732,4.513519996,1217.799151,2.110032828,302.5334343,North,Moderate,22007.16198
615.5584167,62.25358923,20.65118648,4.643786877,1049.008151,0.553954041,161.3357612,West,Moderate,30417.70749
576.0952363,51.34708172,34.89518904,4.47220872,1284.513172,0.697614496,138.484623,West,Moderate,20634.67677
570.5022618,39.68121752,31.79036089,4.408812943,1502.001755,1.374254103,173.2517234,West,Moderate,18842.89876
644.9416717,41.88651512,28.57718394,4.01784067,1444.454613,2.77852798,187.8490657,West,Low,21702.79404
712.6342885,67.24156645,22.62846205,4.36896896,1800.986217,3.140062739,149.0642456,East,High,25433.23212
380.6358539,12.62631665,5.63956505,4.657284107,893.4167954,0.740172237,314.5502398,East,Moderate,19070.00676
680.4781584,47.59373352,37.73162834,3.939930162,1549.068221,1.86424049,256.4814748,West,Low,23435.95227
653.7873468,39.84748159,24.43594709,3.994027131,1320.123438,3.029816237,186.5712887,South,Low,25266.50073
